subbasin,data_type,data_collection_type,species,location,description,timeframe,source,where_learned_about,references,notes,machine_readable,pdf_title,subject,author,,,,,,,,,,,
trinity,escapement,"tag, CWT","coho, chinook, steelhead",,TRINITY RIVER BASIN SALMON AND STEELHEAD MONITORING PROJECT: CHINOOK AND COHO SALMON AND FALL-RUN STEELHEAD RUN-SIZE ESTIMATES USING MARK-RECAPTURE METHODS 2017-2018 SEASON,2018,CDFW,,https://nrmsecure.dfg.ca.gov/FileHandler.ashx?DocumentID=174531,CDFW document library,,,,,,,,,,,,,,,
trinity,escapement,Mark Recapture,All Salmon,,2018-19 ANNUAL REPORT - TRINITY RIVER BASIN SALMON AND STEELHEAD MONITORING PROJECT: CHINOOK AND COHO SALMON AND FALL-RUN STEELHEAD RUN-SIZE ESTIMATES USING MARK-RECAPTURE METHODS,2019,CDFW,,,Salmon monitoring,,,Trinity River CA salmon and steelhead monitoring,"Kier, M. C., J. Hileman and K. Lindke",,,,,,,,,,,
trinity,fish population estimates,Screw trap,All Salmon,,2019 CDFW Trinity River trapping summary,2019,CDFW,,https://nrmsecure.dfg.ca.gov/FileHandler.ashx?DocumentID=129305,CDFW document library,T,,,,,,,,,,,,,,
mid klamath,fish population estimates,"spawner surveys, carcass, surveys, outmigrating juvenile trapping, fish disease monitoring, PIT tag for coho and lamprey",,,Karuk Tribe,?,,IFRMP Phase 4 Report,,,,,,,,,,,,,,,,,
upper klamath lake,water temperature,Stream temperature monitoring,,,TU,?,,IFRMP Phase 4 Report,,,,,,,,,,,,,,,,,
mid klamath,fish population estimates,"survey for spring chinook, summer steelhead, winter steelhead, green sturgeon and multi-agency fish kill monitoring efforts throughout summer months",,,"Karuk Tribe, Mid Klamath Watershed Council",?,,IFRMP Phase 4 Report,,,,,,,,,,,,,,,,,
trinity,escapement,Spawner,UTKR Chinook,mainstem,Mainstem Trinity River Chinook Salmon Spawning Survey,2019,USFWS,,https://www.fws.gov/sites/default/files/documents/2019%20Trinity%20Spawning%20Survey%20Report_FINAL%206_14_2021.pdf,USFWS data library,,,,,,,,,,,,,,,
trinity,escapement,Spawner,chinook,mainstem,Trinity River mainstem redd survey update,2019,USFWS,,https://www.fws.gov/sites/default/files/documents/TrinityReddUpdate_2019_summary.pdf,USFWS data library,,,,,,,,,,,,,,,
trinity,escapement,"tag, CWT","coho, chinook, steelhead",,TRINITY RIVER BASIN SALMON AND STEELHEAD MONITORING PROJECT: CHINOOK AND COHO SALMON AND FALL-RUN STEELHEAD RUN-SIZE ESTIMATES USING MARK-RECAPTURE METHODS 2018-19 SEASON,2019,CDFW,,https://nrmsecure.dfg.ca.gov/FileHandler.ashx?DocumentID=162843,CDFW document library,,,,,,,,,,,,,,,
trinity,habitat,,,,"The Use Of Small 2-Dimensional Habitat Zones And Dual-Snorkeler Surveys To Model The Habitat Use Of Juvenile Salmonids In The Trinity River, California.",2019,USFWS,,https://www.fws.gov/sites/default/files/documents/Juvenile_Density_Report_Final.pdf,USFWS trinity salmon population data,,,,,,,,,,,,,,,
trinity,habitat,,,,"Streamflow and Juvenile Salmonid Habitat Availability at
 Six Rehabilitation Sites on The Trinity River, California 2008-2017",2020,USFWS,,https://www.fws.gov/sites/default/files/documents/Boyce%20et%20al%202020%20Hab%20Synthesis%20FINAL.pdf,USFWS data library,,,,,,,,,,,,,,,
trinity,escapement,Mark Recapture,All Salmon,,Trinity Tag Return Form,2020,CDFW,,https://nrm.dfg.ca.gov/FileHandler.ashx?DocumentID=160210,,,2020_TRINITY_Tag-Return-Trinity-River-Only,Trinity tag return form,TRP staff,,,,,,,,,,,
trinity,escapement,Spawner,chinook,mainstem,Trinity River mainstem redd survey update,2020,USFWS,,https://www.fws.gov/sites/default/files/documents/TrinityReddUpdate_2020_summary.pdf,USFWS data library,,,,,,,,,,,,,,,
trinity,escapement,tag,"coho, chinook",,TRINITY RIVER BASIN SALMON AND STEELHEAD MONITORING PROJECT: CHINOOK AND COHO SALMON AND FALL-RUN STEELHEAD RUN-SIZE ESTIMATES USING MARK-RECAPTURE METHODS,2020,CDFW,,https://nrmsecure.dfg.ca.gov/FileHandler.ashx?DocumentID=210765,CDFW document library,,,,,,,,,,,,,,,
trinity,escapement,Mark Recapture,All Salmon,,"Chinook Salmon, Coho Salmon and fall-run steelhead run-size estimates using mark-recapture methods, 2020-21 season.",2021,CDFW,,https://nrm.dfg.ca.gov/FileHandler.ashx?DocumentID=199127,,,2020_TRINITY_ANNUAL TRP RUNSIZE FINAL-20210809,"Salmon and steelhead monitoring in the Trinity River basin, 2020 season","Kier, M. C., J. Hileman and K. Lindke",,,,,,,,,,,
trinity,escapement,Spawner,chinook,mainstem,Trinity River mainstem redd survey update,2021,USFWS,,https://www.fws.gov/sites/default/files/documents/TrinityReddUpdate_2021_12_03.pdf,USFWS data library,,,,,,,,,,,,,,,
trinity,escapement,"tag, CWT",,,TRINITY RIVER BASIN SALMON AND STEELHEAD MONITORING PROJECT: CHINOOK AND COHO SALMON AND FALL-RUN STEELHEAD RUN-SIZE ESTIMATES USING MARK-RECAPTURE METHODS,2021,CDFW,,https://nrmsecure.dfg.ca.gov/FileHandler.ashx?DocumentID=199127,CDFW document library,,,,,,,,,,,,,,,
trinity,escapement,Mark Recapture,All Salmon,,"Chinook Salmon, Coho Salmon and fall-run steelhead run-size estimates using mark-recapture methods, 2021-22 season. Final annual report.",2022,CDFW,,https://nrm.dfg.ca.gov/FileHandler.ashx?DocumentID=210765,,,,"Salmon and steelhead monitoring in the Trinity River basin, 2021-22 season","Kier, M. C., J. Hileman and K. Lindke",,,,,,,,,,,
trinity,escapement,redd,UTKR Chinook,mainstem,"Trinity River Mainstem Redd Survey Update December 2, 2022",2022,USFWS,,https://www.fws.gov/sites/default/files/documents/TrinityReddUpdate_2022_12_02.pdf,USFWS trinity salmon population data,,,,,,,,,,,,,,,
trinity,escapement,tag,"coho, chinook",,TRINITY RIVER BASIN SALMON AND STEELHEAD MONITORING PROJECT: CHINOOK AND COHO SALMON AND FALL STEELHEAD RUN-SIZE ESTIMATES USING MARK-RECAPTURE METHODS,2022,CDFW,,https://nrmsecure.dfg.ca.gov/FileHandler.ashx?DocumentID=210764,CDFW document library,,,,,,,,,,,,,,,
trinity,escapement,"tag, CWT",All Salmon,,2021/22 CDFW Trinity River trapping summary,2022,CDFW,,https://nrmsecure.dfg.ca.gov/FileHandler.ashx?DocumentID=184131,CDFW document library,T,,,,,,,,,,,,,,
lower klamath river,escapement,Telemetry,UTKR Chinook,,Adult Chinook Migration in the Klamath River Basin:2004 Radio Telemetry Study Report,2004,YUROK,,https://www.yuroktribe.org/_files/ugd/23c897_c5d1d92662984776b3d203205d4f1b6c.pdf,yurok klamath salmon monitoring,,,,,,,,,,,,,,,
lower klamath river,escapement,Telemetry,UTKR Chinook,,Adult Chinook Salmon Migration in the Klamath River Basin: 2005 Sonic Telemetry Study Final Report,2005,YUROK,,https://www.yuroktribe.org/_files/ugd/23c897_d7028276e3164f2abf86bff4eae12da8.pdf,yurok klamath salmon monitoring,,,,,,,,,,,,,,,
upper klamath river,water quality,TMDL,,,,2010,,,,,,,,,,,,,,,,,,,
shasta,water quality,Water quality data at 160 locations along Shasta River,,,SVRCD,1991-2012,,IFRMP Phase 4 Report,,,,,,,,,,,,,,,,,
mid klamath,water quality,Water quality monitoring,,,USFWS and partners,?,,IFRMP Phase 4 Report,,,,,,,,,,,,,,,,,
upper klamath lake,water quality,Water quality monitoring,,,TU,?,,IFRMP Phase 4 Report,,,,,,,,,,,,,,,,,
mid klamath,water quality,Water quality monitoring of USFS designated reference streams and managed streams across the Klamath National Forest,,,USFS,?,,IFRMP Phase 4 Report,,,,,,,,,,,,,,,,,
mid klamath,water quality,"Water Quality program monitorings over 130 miles of mainstem Klamath and the mouths of Salmon, Scott, Shasta and runs real-time sondes that collect continuous water quality data (temperature, DO, pH, conductivity, turbidity)",,,Karuk Department of Natural Resources: Water Quality,?,,IFRMP Phase 4 Report,,,,,,,,,,,,,,,,,
upper klamath lake,water temperature,Water temperature monitoring for Redband Trout,,,ODFW,?,,IFRMP Phase 4 Report,,,,,,,,,,,,,,,,,
williamson,water temperature,Water temperature monitoring for Redband Trout,,,"ODFW, Klamath Tribes",?,,IFRMP Phase 4 Report,,,,,,,,,,,,,,,,,
klamath,escapement,,Coho,,River entry and migration behavior of adult coho salmon in the Klamath River Basin,2004,YUROK,,https://www.yuroktribe.org/_files/ugd/23c897_750a5ce66d0b47baa7470db725857ee8.pdf,usfws trinity salmon population data,,,,,,,,,,,,,,,
klamath,fish population estimates,,,,Fish Surveys,2000,ODFW,,https://odfw-static.forestry.oregonstate.edu/freshwater/inventory/fishdistribution/klam01.zip,odwr klamath fish data,T,,,,,,,,,,,,,,
klamath,fish population estimates,,"Chinook, Coho, Steelhead",,"Recovery of Fall-run Chinook and Coho Salmon at Iron Gate Hatchery October 8, 2018 to December 18, 2018",2018,CDFW,,https://www.google.com/url?sa=t&rct=j&q=&esrc=s&source=web&cd=&ved=2ahUKEwjjpImu4tz9AhW0JX0KHQLUAOQQFnoECAkQAQ&url=https%3A%2F%2Fnrm.dfg.ca.gov%2FFileHandler.ashx%3FDocumentID%3D174876&usg=AOvVaw2Vtw6R8ERyc0r1Yu53ZaGr,usgs klamath river salmon count,,,,,,,,,,,,,,,
klamath,water temperature,,,,Upper Klamath River Water Temperature Monitoring,2002-2003,"Turaski, M. 2003. 2002 and 2003 Upper Klamath River Water Temperature Monitoring. Bureau of Land Management Lakeview District Klamath Falls Resource Area.",IFRMP,https://ifrmp.net/wp-content/uploads/2017/06/Turaski_2003_0311_UKR-water-temperature-monitoring.pdf,,,,,,,,,,,,,,,,
klamath,fish survival,,Coho,,"Summary of Survival Data from Juvenile Coho Salmon in the Klamath River, Northern California, 2007",2007,USGS,,https://pubs.usgs.gov/of/2008/1022/pdf/ofr20081022.pdf,USGS data library,,,,,,,,,,,,,,,
klamath,,,All Salmon,,Klamath Salmon: Understanding allocation,1998,CDFW,,,,,,Klamath salmon allocation,"Pierce, R. M.",,,,,,,,,,,
klamath,escapement,,UTKR Chinook,,Migration Strategies of Adult Chinook Salmon Runs in Response to Diverse Environmental Conditions in the Klamath River Basin,2012,Other,,https://afspubs.onlinelibrary.wiley.com/doi/full/10.1080/00028487.2012.716010,USDA data library,,,,,,,,,,,,,,,
lower klamath river,escapement,,UTKR Chinook,mainstem,"Fall-Run Chinook Salmon Run Characteristics and Escapement in the Mainstem Klamath River below Iron Gate Dam, 2018",2018,USFWS,,https://www.fws.gov/sites/default/files/documents/2018%20klamath%20spawn%20survey%20report%20%20FINAL.pdf,coho salmon fish data klamath,,,,,,,,,,,,,,,
lower klamath river,habitat,,Coho,,Juvenile coho salmon use of constructed off-channel habitats in two Lower Klamath River tributaries: McGarvey Creek & Terwer Creek,2013,YUROK,,https://www.yuroktribe.org/_files/ugd/23c897_770d1c5cf79d43eaae81e1ed30a5a7e8.pdf,USFWS trinity salmon population data,,,,,,,,,,,,,,,
lower klamath river,fish population estimates,,,,"Simulating Post-Dam Removal Effects of Hatchery Operations and Disease on Juvenile Chinook Salmon (Oncorhynchus tshawytscha) Production in the Lower Klamath River, California",2022,USGS,,https://pubs.usgs.gov/of/2022/1106/ofr20221106.pdf,USGS data library,,,,,,,,,,,,,,,
mid klamath,hatchery,,,,Hatchery production,,CDFW,,,McMillan Hatchery Report,,,,,,,,,,,,,,,
scott,fish population estimates,,,,"Comprehensive salmonid monitoring program including adult spawning migration counts, spawning ground surveys, RST, passage via video counting weir",?,"CDFW, Siskiyou Resource Conservation District",IFRMP Phase 4 Report,https://www.siskiyourcd.com/resources,,,,,,,,,,,,,,,,
shasta,fish population estimates,,,,"CDFW Klamath River Project collects information on population abundance, hatchery composition, run timing, spawning distribution, fork length frequency, age composition, sex ratios. Run size estimates through adult fish video counting and spawning ground surveys",?,CDFW,IFRMP Phase 4 Report,,,,,,,,,,,,,,,,,
shasta,fish population estimates,,,,"Yreka Fisheries Program RST in Shasta for purpose of generating population estimates for chinook, coho and steelhead, PIT tags for coho movement and survival",2000-ongoing,"CDFW, SVRCD, TNC, Karuk Tribe, Yurok Tribe, USFS",IFRMP Phase 4 Report,,,,,,,,,,,,,,,,,
shasta,water temperature,,,,Continuously and extensively monitoring temperature on Shasta River at over 100 stations,,"CDFW, SVRCD, TNC, Karuk Tribe, Yurok Tribe, USFS",IFRMP Phase 4 Report,,,,,,,,,,,,,,,,,
trinity,juvenile monitoring,Screw trap,All Salmon,,"Arcata FWO began monitoring abundance, timing, hatchery/natural composition, and condition of juvenile salmon and steelhead outmigrating from the Trinity River in 1989",1989-ongoing,USFWS,,,,,,,,,,,,,,,,,,
trinity,habitat,"redd, carcass",chinook,,Salmon redds were mapped and carcasses collected in the mainstem Trinity River each fall 2002 through 2011 to quantify and spatially characterize Chinook salmon spawning in the mainstem Trinity River.,2002-2011,"Chamberlain, C. D., S. Quinn, and W. Matilton.  2012.  Distribution and abundance of Chinook salmon redds in the mainstem Trinity River 2002 to 2011.  U.S. Fish and Wildlife Service.  Arcata Fish and Wildlife Office, Arcata Fisheries Technical Report TR 2012-16, Arcata, California. ",IFRMP,https://ifrmp.net/wp-content/uploads/2017/01/Chamberlain-et-al_2012_0208_Distribution-and-Abundance-of-Chinook.pdf,,,,,,,,,,,,,,,,
trinity,escapement,spawning survey,"chinook, coho, steelhead",,"The California Department of Fish and Wildlife's Trinity River Project conducted tagging and recapture operations from June 2014 through March 2015 to produce run-size, angler harvest, and spawner escapement estimates of spring-run (spring Chinook) and fall-run Chinook salmon [fall Chinook (Oncorhynchus tshawytscha)], coho salmon (O. kisutch), and fall steelhead (O. mykiss) in the Trinity River basin.  ",2014-2015,"Kier, M., J. Hileman, and S. Cannata. 2015. Annual Report Trinity River Basin Salmon and Steelhead Monitoring Project: Chinook and Coho and Fall Run Steelhead Run Size Estimates Using Mark Recapture Methods. CDFW.",IFRMP,https://ifrmp.net/wp-content/uploads/2017/01/Kier-etal-2015-Salmon-Steelhead-Monitoring-Run-Size-Estimates-2014-15-Season.pdf-minor-correction.pdf,,,,,,,,,,,,,,,,
upper klamath lake,fish population estimates,,,,Long-term capture-recapture program to assess status of Lost River and shortnose suckers. Much of the USGS work on suckers builds upon a foundation of earlier long-term research on suckers carried out by Dr. Douglas Markle of Oregon State University (OSU).,1995-ongoing,USGS,IFRMP Phase 4 Report,,,,,,,,,,,,,,,,,
upper klamath lake,fish population estimates,,,,Lost River and Shortnose sucker fry survival and health in Upper Klamath Lake.,?,USFWS,IFRMP Phase 4 Report,Foott 2004; Stone et al. 2017,,,,,,,,,,,,,,,,
upper klamath lake,fish population estimates,,,,Monitoring juveniles at A-Canal Fish Evaluation Station per 2019 BiOp,?,USBR,IFRMP Phase 4 Report,USFWS 2019a,,,,,,,,,,,,,,,,
upper klamath lake,fish population estimates,,,,Monitoring of juvenile and adult suckers in Upper Klamath Lake and Lake Ewauna,two decades,Klamath Area USBR,IFRMP Phase 4 Report,,,,,,,,,,,,,,,,,
upper klamath lake,fish population estimates,,,,Population monitoring of variety of listed and unlisted species,?,ODFW,IFRMP Phase 4 Report,ODFW 2016,,,,,,,,,,,,,,,,
upper klamath lake,flow,,,,Flow monitoring,?,TU,IFRMP Phase 4 Report,,,,,,,,,,,,,,,,,
upper klamath lake,flow,,,,Groundwater and streamflow monitoring,?,OWRD,IFRMP Phase 4 Report,,,,,,,,,,,,,,,,,
upper klamath lake,water quality,,,,"Collected at sites in and above Upper Klamath and Agency lakes. water nutrients, temperature, water chemisty, aquatic productivity, discharge",1980-ongoing,Klamath Tribes; USGS,IFRMP Phase 4 Report,,,,,,,,,,,,,,,,,
upper klamath lake,water quality,,,,Water quality monitoring,?,TU,IFRMP Phase 4 Report,,,,,,,,,,,,,,,,,
upper klamath lake,water temperature,,,,Stream temperature monitoring,?,TU,IFRMP Phase 4 Report,,,,,,,,,,,,,,,,,
upper klamath lake,water temperature,,,,Water temperature monitoring for Redband Trout,?,ODFW,IFRMP Phase 4 Report,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
